ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
   5850,UGC 9715,Galaxy,Vir,11,"Size: 4.3  cF, S, lE, psbM",15,7.1,+,1,33
   5851,UGC 9714,Galaxy,Boo,15,"eF, vS, np of 2",15,6.9,+,12,52
   5852,MCG 2-38-45,Galaxy,Boo,14,"eF, vS, sf of 2",15,7,+,12,51
   5853,UGC 9707,Galaxy,Boo,15,"pF, pS, R, mbM, r?",15,5.8,+,39,31
   5854,UGC 9726,Galaxy,Vir,11.8,"Size: 2.7  pB, S, vlE, lbM, am st",15,7.8,+,2,34
   5855,ZWG 49. 10,Galaxy,Vir,15,"eF, S, R, 2 st nf",15,7.9,+,3,58
   5856,,,Boo,,neb *6 (??),15,7.3,+,18,27
   5857,UGC 9724,Galaxy,Boo,13.1,"Size: 1.4  cF, cS, E, p of Dneb",15,7.5,+,19,36
   5858,MCG 2-39-2,Galaxy,Lib,14,"Size: 1.4  F, S, stell N, 5861 sf",15,8.8,-,11,13
   5859,UGC 9728,Galaxy,Boo,12.4,"Size: 3.0  pF, pS, E, f of Dneb",15,7.6,+,19,35
   5860,UGC 9717,Galaxy,Boo,14,"Size: 1.0  F, S, R, psbM",15,6.6,+,42,38
   5861,MCG 2-39-3,Galaxy,Lib,12,"Size: 3.0  F, L, E, r",15,9.3,-,11,19
   5862,ZWG 274. 15,Galaxy,Dra,15,"eF, pS, R, v diffic",15,6,+,55,34
   5863,ESO 581-22,Galaxy,Lib,14,"*12 in eF neb, S, R",15,10.8,-,18,27
   5864,UGC 9740,Galaxy,Vir,13,"Size: 2.8  pF, cS, ilE, gbM, *14 f",15,9.6,+,3,3
   5865,NGC 5868,Galaxy,Vir,15,"eF, 5869 s 3'",15,9.9,+,0,31
   5866,M 102?,Galaxy,Dra,10,"Size: 5.2  vB, cL, pmE 146deg , gbM",15,6.5,+,55,46
   5867,,,Dra,,"eF, vS, stellar",15,6.4,+,55,44
   5868,NGC 5865,,Vir,,"eF, 5869 s 3'; = 5865",15,9.9,+,0,31
   5869,UGC 9742,,Vir,13,"pF, S, E, psbM",15,9.9,+,0,28
   5870,NGC 5826,Galaxy,Dra,15,"eF, pS, lE, v diffic, * f",15,6.6,+,55,28
   5871,,Star,Vir,,"eF, forms trapez with 3 neb p",15,10.1,+,0,31
   5872,MCG 2-39-5,Galaxy,Lib,14,"vF, S, R, vmbM, *13 nf 0'.5",15,11,-,11,30
   5873,PK 331+16.1,Planetary Nebula,Lup,13,"Size: 0.1  PN , stellar = 9.5 mag",15,12.8,-,38,8
   5874,UGC 9736,Galaxy,Boo,14,"Size: 2.5  vF, pL, R, in triangle of 3 B",15,7.9,+,54,45
   5875,UGC 9745,Galaxy,Boo,13,"Size: 2.6  pB, pL, lE",15,9.2,+,52,32
   5876,UGC 9747,Galaxy,Boo,14,"Size: 2.6  F, S, R, mbM",15,9.5,+,54,30
   5877,,Triple Star,Lib,,"vF, S, *12 att n",15,12.8,-,4,56
   5878,MCG 2-39-6,Galaxy,Lib,11.5,"Size: 3.5  pB, pL, pmE 0deg , psmbM, * i",15,13.8,-,14,16
   5879,UGC 9753,Galaxy,Dra,11.5,"Size: 4.4  cB, S, E, mbMRN, r",15,9.8,+,57,0
   5880,MCG 2-39-12,Galaxy,Lib,15,"eF, vS, R, bM, in field with 5883",15,15.1,-,14,34
   5881,IC 1100,,Dra,,"pF, cS, R, vgbM (place?)",15,9.1,+,62,57
   5882,PK 327+10.1,Planetary Nebula,Lup,11,"Size: 0.1  PN , vS, R, quite sharp",15,16.8,-,45,39
   5883,MCG 2-39-14,Galaxy,Lib,,"vF, pS, stellar N",15,15.2,-,14,37
   5884,,,Boo,,"only 2 F st (pos 170deg , dist 7"")",15,13.2,+,31,52
   5885,MCG 2-39-13,Galaxy,Lib,11.7,"Size: 3.5  F, cL, R, vgbM",15,15.1,-,10,5
   5886,ZWG 221. 36,Galaxy,Boo,15,"F, vS, R, bM",15,12.7,+,41,13
   5887,UGC 9779,Galaxy,Ser,15,"pF, pS, gbM",15,14.8,+,1,8
   5888,UGC 9771,Galaxy,Boo,14,"Size: 1.5  cF, vS, R, bM, r",15,13.1,+,41,16
   5889,,Galaxy,Boo,16,"Size: 0.9  eeF, glbM",15,13.3,+,41,20
   5890,MCG 3-39-4,Galaxy,Lib,14,"vF, vS, E 235deg",15,17.9,-,17,35
   5891,MCG 2-39-15,Galaxy,Lib,14,"vF, pS, lE, gbM, *11 f",15,16.3,-,11,31
   5892,MCG 2-39-7,Galaxy,Lib,13,"eF, L, gbM",15,13.7,-,15,30
   5893,UGC 9774,Galaxy,Boo,14,"Size: 1.4  F, S, R, r, 3 st nr",15,13.6,+,41,58
   5894,UGC 9768,Galaxy,Dra,13,"Size: 3.3  pF, pS, E 0deg +/-",15,11.7,+,59,49
   5895,MCG 7-31-43,Galaxy,Boo,15,"vF, S, E ns, apparently conn with 5896",15,13.8,+,41,59
   5896,MCG 7-31-44,Galaxy,Boo,15,"vF, vS, R",15,13.8,+,41,59
   5897,GCL 33,Globular Cluster,Lib,8.6,"Size: 12.6  glob. cl. , pF, L, viR, vgbM",15,17.4,-,21,1
   5898,ESO 514-2,Galaxy,Lib,11.5,"Size: 1.7  F, S, R, gbM",15,18.2,-,24,6
   5899,UGC 9789,Galaxy,Boo,11.8,"Size: 3.0  cB, pL, pmE, smbMN",15,15,+,42,3
   5900,UGC 9790,Galaxy,Boo,15,"Size: 1.6  vF, S, vlE, gbM",15,15.1,+,42,13
   5901,,Star,Boo,,"close n of 5900, eF, S",15,15.1,+,42,12
   5902,MCG 8-28-11,Galaxy,Boo,15,"vF, vS, stellar",15,14.4,+,50,21
   5903,ESO 514-4,Galaxy,Lib,11.5,"Size: 2.0  cF, S, R, gpmbM",15,18.6,-,24,4
   5904,M 5,Globular Cluster,Ser,5.8,"Size: 17.4  !!, glob. cl. , vB, L, eCM, ",15,18.6,+,2,5
   5905,UGC 9797,Galaxy,Dra,12,"Size: 4.2  pF, pS, iR",15,15.4,+,55,31
   5906,,Galaxy,Dra,14,"Size: 0.5  a ray, vmE, par to 5907 and c",15,15.8,+,56,20
   5907,NGC 5906,Galaxy,Dra,10.4,"Size: 12.3  cB, vL, vmE 155deg , vg, psb",15,15.9,+,56,19
   5908,UGC 9805,Galaxy,Dra,11.9,"Size: 3.2  pF, pS, R",15,16.7,+,55,25
   5909,UGC 9778,Galaxy,UMi,14,"vF, vS",15,11.5,+,75,22
   5910,MCG 4-36-35,Galaxy,Ser,15,"vF, S, er",15,19.3,+,20,55
   5911,MCG 1-39-19,Galaxy,Ser,14,"vF, vS, 2 S st inv",15,20.4,+,3,32
   5912,MCG 13-11-11,Galaxy,UMi,14,"vF, vS",15,11.7,+,75,22
   5913,UGC 9818,Galaxy,Ser,14,"vF, pL, vlE, r",15,20.9,-,2,35
   5914,,Galaxy,Boo,15,"F, vS, R, F st inv",15,18.7,+,41,52
   5915,MCG 2-39-19,Galaxy,Lib,12,"Size: 1.6  B, S, R, glbM, p of 2",15,21.6,-,13,6
   5916,MCG 2-39-20,Galaxy,Lib,14,"Size: 2.9  F, S, lE, glbM, f of 2",15,21.6,-,13,10
   5917,MCG 1-39-2,Galaxy,Lib,14,"eF, vS, psbM",15,21.4,-,7,22
   5918,UGC 9817,Galaxy,Boo,14,"cF, L, pmE, glbM, ** s",15,19.3,+,45,54
   5919,NPM1G +07.0380,Galaxy,Ser,15,"eeF, pS, lE, np of 2",15,21.5,+,7,44
   5920,UGC 9822,Galaxy,Ser,13.6,"Size: 1.4  eeF, pS, lE, sf of 2",15,21.8,+,7,42
   5921,UGC 9824,Galaxy,Ser,10.8,"Size: 4.9  cB, cL, iR, vsbM *12, am st",15,21.9,+,5,4
   5922,,Galaxy,Boo,15,"Size: 0.5  eF, S",15,21.2,+,41,40
   5923,UGC 9823,Galaxy,Boo,15,"Size: 2.0  vF, pL, vlE, vgbM",15,21.2,+,41,43
   5924,MCG 5-36-15,Galaxy,CrB,15,"neb*, vF, S, F* close s",15,21.9,+,31,14
   5925,OCL 938,Open Cluster,Nor,8,"Size: 15.  Cl, vL, vRi, lC, st 11...14",15,27.7,-,54,31
   5926,MCG 2-39-26,Galaxy,Ser,15,"F, vS, 2 st nr",15,23.4,+,12,42
   5927,GCL 35,Globular Cluster,Lup,8.3,"Size: 12.0  glob. cl. , cB, L, R, vgbM, ",15,28,-,50,40
   5928,UGC 9847,Galaxy,Ser,14,"pB, cS, R, psbM, *7 n",15,25.9,+,18,5
   5929,UGC 9851,Galaxy,Boo,13,"Size: 1.1  vF, vS, sp of Dneb",15,26.1,+,41,40
   5930,UGC 9852,Galaxy,Boo,13,"Size: 2.0  pF, pS, R, nf of Dneb",15,26.1,+,41,41
   5931,MCG 1-39-23,Galaxy,Ser,15,"eF, pL, R",15,29.5,+,7,35
   5932,MCG 8-28-33,Galaxy,Boo,15,"vF, pS, R, np of 2",15,26.8,+,48,37
   5933,MCG 8-28-34,Galaxy,Boo,15,"eeF, vS, R, sf of 2",15,27,+,48,37
   5934,UGC 9862,Galaxy,Boo,14,"F, S, irr, lE ns, 2 S st inv",15,28.2,+,42,55
   5935,MCG 7-32-13,Galaxy,Boo,15,*13-14 seems slightly nebs,15,28.3,+,42,56
   5936,UGC 9867,Galaxy,Ser,12.4,"Size: 1.5  F, pL, iR, vgbM, r",15,30,+,12,59
   5937,MCG 0-40-1,Galaxy,Ser,13,"pB, pS, R, vgbM, 3 st f",15,30.8,-,2,49
   5938,ESO 99-7,Galaxy,TrA,,"Size: 2.8  F, S, am st",15,36.4,-,66,52
   5939,UGC 9854,Galaxy,UMi,13,"pB, pS, lE",15,24.8,+,68,45
   5940,UGC 9876,Galaxy,Ser,14,"eF, pS, R, F* p, 1st of 4",15,31.2,+,7,28
   5941,MCG 1-40-3,Galaxy,Ser,15,"eeF, S, R, 2nd of 4",15,31.5,+,7,20
   5942,MCG 1-40-1,Galaxy,Ser,15,"eeF, S, R, 3rd of 4",15,31.6,+,7,18
   5943,UGC 9870,Galaxy,Boo,14,"vF, pS, dif",15,29.8,+,42,47
   5944,MCG 1-40-4,Galaxy,Ser,15,"eeF, S, R, 4th of 4",15,31.7,+,7,19
   5945,UGC 9871,Galaxy,Boo,14,"pF, pL, gmbM, S* att np",15,29.8,+,42,55
   5946,IC 4550,Globular Cluster,Nor,9.6,"Size: 7.1  glob. cl. , cB, pL, R, vglbM,",15,35.5,-,50,40
   5947,UGC 9877,Galaxy,Boo,15,"vF, S, dif",15,30.7,+,42,43
   5948,,,Ser,,"F* in vF neby, vF* close",15,32.9,+,3,59
   5949,UGC 9866,Galaxy,Dra,13,"Size: 2.4  F, S, lE 45deg +/- , vglbM",15,28,+,64,46
   5950,UGC 9884,Galaxy,Boo,15,"vF, S, R, S* np",15,31.5,+,40,26
   5951,UGC 9895,Galaxy,Ser,13,"Size: 3.5  F, pS, E 150deg +/-",15,33.7,+,15,0
   5952,IC 1126,Galaxy,Ser,15,"eF, vS, alm stell; = IC 1126",15,34.8,+,4,57
   5953,UGC 9903,Galaxy,Ser,13,"Size: 2.0  pB, cS, p of Dneb",15,34.5,+,15,12
   5954,UGC 9904,Galaxy,Ser,14,"Size: 1.3  pB, cS, f of Dneb",15,34.6,+,15,12
   5955,MCG 1-40-6,Galaxy,Ser,15,"eF, vS, stellar",15,35.1,+,5,4
   5956,UGC 9908,Galaxy,Ser,13,"F, S, R, *16 close f",15,35,+,11,45
   5957,UGC 9915,Galaxy,Ser,13,"Size: 3.0  pB, pL, com, lbM",15,35.4,+,12,3
   5958,UGC 9909,Galaxy,CrB,13,"pF, pL, iR, bM, r",15,34.7,+,28,40
   5959,MCG 3-40-2,Galaxy,Lib,14,"vF, pS, vlE, bMN",15,37.4,-,16,37
   5960,MCG 1-40-7,Galaxy,Ser,15,"vF, S, neb*",15,36.2,+,5,40
   5961,UGC 9918,Galaxy,CrB,14,"Size: 0.8  pF, S, E pf",15,35.2,+,30,51
   5962,UGC 9926,Galaxy,Ser,11.4,"Size: 2.8  pF, pL, ilE, gbM",15,36.5,+,16,37
   5963,UGC 9906,Galaxy,Dra,12,"Size: 3.5  pF, pS, iF",15,33.5,+,56,35
   5964,IC 4551,Galaxy,Ser,13,"Size: 4.2  eF, vL, R, vgbM, r; = IC 4551",15,37.6,+,5,59
   5965,UGC 9914,Galaxy,Dra,13,"Size: 5.4  cF, cL, lE",15,34,+,56,42
   5966,UGC 9923,Galaxy,Boo,14,"vF, S, R, gbM, 2 st 8 f",15,35.8,+,39,47
   5967,ESO 42-10,Galaxy,Aps,12,"Size: 2.9  F, pL, R, vgbM",15,48.1,-,75,40
   5968,ESO 450-5,Galaxy,Lup,13,"Size: 2.2  vF, L, R, gbM, r",15,39.9,-,30,33
   5969,MCG 9-25-59,Galaxy,Dra,15,"eS, R, stellar",15,34.9,+,56,28
   5970,UGC 9943,Galaxy,Ser,11.4,"Size: 3.0  pF, pL, R, rr",15,38.5,+,12,11
   5971,UGC 9929,Galaxy,Dra,15,"eeF, vS, R, lbM",15,35.6,+,56,29
   5972,UGC 9946,Galaxy,Ser,15,"F, pS, irrR",15,38.8,+,17,2
   5973,,Galaxy,Lib,,"F, S, iR",15,40.2,-,8,37
   5974,UGC 9952,Galaxy,CrB,14,"Size: 0.5  vF, vS, R, bM",15,39,+,31,45
   5975,UGC 9963,Galaxy,Ser,14,"vF, vS, irrR, sev vF st inv",15,40,+,21,28
   5976,MCG 10-22-25,Galaxy,Dra,14.8,"Size: 1.0  eeF, S, R",15,36.8,+,59,23
   5977,UGC 9967,Galaxy,Ser,15,"eF, S, R, lbM",15,40.4,+,17,7
   5978,MCG 2-40-2,Galaxy,Lib,14,"eF, vS, sbMN, am st",15,42.4,-,13,14
   5979,PK 322-5.1,Planetary Nebula,TrA,,"Size: 0.1  !, PN , pF, vS, R, r? am 150 ",15,47.7,-,61,13
   5980,UGC 9974,Galaxy,Ser,13,"Size: 2.1  F, pS, E 0deg",15,41.4,+,15,47
   5981,UGC 9948,Galaxy,Dra,13,"Size: 2.8  F, mE",15,37.9,+,59,23
   5982,UGC 9961,Galaxy,Dra,11.1,"Size: 2.9  cB, S, R, psbM, r",15,38.7,+,59,21
   5983,UGC 9983,Galaxy,Ser,15,"eF, eS, R, vlbM",15,42.7,+,8,14
   5984,UGC 9987,Galaxy,Ser,13,"Size: 3.0  pB, S, E 135deg +/- , bM",15,42.9,+,14,14
   5985,UGC 9969,Galaxy,Dra,11,"Size: 5.5  pB, cL, iE, r",15,39.6,+,59,20
   5986,Dunlop 552,Globular Cluster,Lup,7.1,"Size: 9.8  !, glob. cl. , vB, L, R, vgbM",15,46.1,-,37,47
   5987,UGC 9971,Galaxy,Dra,13,"Size: 4.7  pF, cS",15,39.9,+,58,5
   5988,UGC 9998,Galaxy,Ser,15,"eeF, pS, R, F* nr n",15,44.6,+,10,17
   5989,UGC 9985,Galaxy,Dra,13,"vF, vS",15,41.5,+,59,45
   5990,UGC 10024,Galaxy,Ser,13,"vF, vS, R, gbM",15,46.4,+,2,24
   5991,MCG 4-37-28,Galaxy,Ser,14,"pF, S, R, mbM",15,45.3,+,24,37
   5992,UGC 10003,Galaxy,Boo,14,"Size: 1.1  vF, vS, R, bM, sp of 2",15,44.4,+,41,5
   5993,UGC 10007,Galaxy,Boo,14,"cF, vS, R, bM, nf of 2",15,44.5,+,41,7
   5994,UGC 10033;Arp 72,Galaxy,Ser,15,"S, sp 5996",15,46.8,+,17,51
   5995,MCG 2-40-4,Galaxy,Lib,14,"eF, S, R, vS* p",15,48.4,-,13,47
   5996,UGC 10033,Galaxy,Ser,13,"pF, cS, R, r, bet 2 D st",15,46.9,+,17,52
   5997,ZWG 50.105,Galaxy,Ser,15,"eF, eeS, stell",15,47.4,+,8,19
   5998,,,Sco,,"Cl, pL, pRi, st vS",15,49.4,-,28,36
   5999,OCL 946,Open Cluster,Nor,9,"Size: 5.  Cl, L, pRi, st 12...14",15,52.2,-,56,28
   6000,ESO 450-20,Galaxy,Sco,,"Size: 1.9  vF, S, R, sbM",15,49.9,-,29,24
   6001,UGC 10036,Galaxy,CrB,14,"vF, S, R",15,47.7,+,28,38
   6002,,Galaxy,CrB,17,"Size: 0.2  neb 100"" s of 6001",15,47.7,+,28,37
   6003,UGC 10048,Galaxy,Ser,14,"F, vS, S* inv",15,49.3,+,19,1
   6004,UGC 10056,Galaxy,Ser,13,"vF, pL, lE, lbM",15,50.3,+,18,56
   6005,OCL 945,Open Cluster,Nor,10.7,"Size: 3.  Cl, pS, pRi, mC, st 16",15,55.8,-,57,26
   6006,MK 862,Galaxy,Ser,15,"vF, S",15,53,+,12,2
   6007,UGC 10079,Galaxy,Ser,14,"Size: 1.9  F, pL",15,53.4,+,11,57
   6008,NGC 6008A,Galaxy,Ser,14,"vF, R, pL, bM",15,52.9,+,21,8
   6009,ZWG 78. 96,Galaxy,Ser,15,"F, vS, stell",15,53.5,+,12,5
   6010,UGC 10081,Galaxy,Ser,13,"pF, S, E 90deg +/- , gbM, r",15,54.4,+,0,32
   6011,UGC 10047,Galaxy,UMi,14,"vF, S, E 90deg +/- , vS* f",15,46.6,+,72,9
   6012,UGC 10083,Galaxy,Ser,13,"Size: 2.3  F, bet 2 B st",15,54.2,+,14,35
   6013,UGC 10080,Galaxy,Her,14,"eF, vS, iR, lbM",15,52.9,+,40,39
   6014,IC 4586,Galaxy,Ser,14,"pB, pL, E; = IC 4586",15,55.8,+,5,57
   6015,UGC 10075,Galaxy,Dra,11.2,"Size: 5.4  B, mE",15,51.4,+,62,19
   6016,UGC 10096,Galaxy,CrB,15,"vF, S, E",15,55.9,+,26,59
   6017,UGC 10098,Galaxy,Ser,14,"!, vF, vS, R, disc g, smbM",15,57.2,+,6,0
   6018,UGC 10101,Galaxy,Ser,15,"Size: 1.8  vF, S, lE, p of 2",15,57.5,+,15,51
   6019,ZWG 319. 31,Galaxy,Dra,15,"eeF, S, R, v diffic",15,52.3,+,64,51
   6020,IC 1148,Galaxy,Ser,12.6,"Size: 1.7  eF, eS, iR, lbM; = IC 1148?",15,57.2,+,22,24
   6021,UGC 10102,Galaxy,Ser,14,"Size: 2.1  eF, vS, lE, f of 2",15,57.5,+,15,56
   6022,MCG 3-41-9,Galaxy,Ser,15,"Size: 0.8  eF, eS",15,57.8,+,16,16
   6023,UGC 10106,Galaxy,Ser,15,"Size: 1.4  F, S, R, bM",15,57.8,+,16,18
   6024,MCG 11-19-26,Galaxy,Dra,15,"pF, pS, R, bM, * close",15,53.2,+,64,56
   6025,OCL 939,Open Cluster,TrA,5.1,"Size: 12.  Cl, B, vL, pRi, lC, st 7...",16,3.7,-,60,30
   6026,PK 341+13.1,Planetary Nebula,Lup,,"Size: 0.8  F, S, R, gpmbM, triangle of s",16,1.4,-,34,32
   6027,UGC 10116,Galaxy,Ser,12.4,"Size: 2.2  eF, vF* inv, 2 vF st nr",15,59.2,+,20,45
   6028,NGC 6046,Galaxy,Her,13.2,"Size: 1.7  vF, pS, no Nucl",16,1.4,+,19,21
   6029,ZWG 79. 23,Galaxy,Ser,15,"vF, vS",16,2,+,12,34
   6030,UGC 10139,Galaxy,Her,14,"pF, vS, R, bM",16,1.8,+,17,58
   6031,OCL 951,Open Cluster,Nor,8.5,"Size: 2.  Cl, S, mC, st 11...14",16,7.6,-,54,4
   6032,UGC 10148,Galaxy,Her,15,"Size: 1.8  vF, pL, lE, vlbM, np of 2",16,3,+,20,58
   6033,UGC 10159,Galaxy,Ser,15,vF neb*,16,4.4,-,2,8
   6034,MCG 3-41-62,Galaxy,Her,15,"eeF, vS, R, v diffic",16,3.4,+,17,12
   6035,UGC 10154,Galaxy,Her,14,"Size: 1.2  vF, pL, lE, sf of 2",16,3.4,+,20,54
   6036,UGC 10163,Galaxy,Ser,14,"vF, vS, R, stell",16,4.4,+,3,52
   6037,MCG 1-41-9,Galaxy,Ser,15,"vF, S",16,4.4,+,3,48
   6038,UGC 10149,Galaxy,CrB,14,"vF, S, R, *10 sf",16,2.6,+,37,21
   6039,NGC 6042,Star,Her,,"eeF, vS, R, sp of 3 in line",16,4.4,+,17,42
   6040,UGC 10165,Galaxy,Her,15,"Size: 1.6  vF, eS, F* close",16,4.4,+,17,45
   6041,UGC 10170,Galaxy,Her,13.7,"Size: 1.6  F, S",16,4.6,+,17,43
   6042,NGC 6039,Galaxy,Her,15,"vF, vS",16,4.6,+,17,42
   6043,MCG 3-41-86,Galaxy,Her,15,"eeF, pS, lE, ``4th of 10''",16,4.9,+,17,47
   6044,IC 1172,Galaxy,Her,16,"Size: 0.5  eeF, vS, R, vF* close p",16,5,+,17,52
   6045,UGC 10177,Galaxy,Her,14.2,"Size: 1.3  eeF, vS, R, v diffic",16,5.1,+,17,45
   6046,NGC 6028,,Her,,"eF, pL, partly verified",16,4.9,+,19,21
   6047,MCG 3-41-87,Galaxy,Her,13.6,"Size: 1.3  eF, R, pS, F* close n",16,5.1,+,17,43
   6048,UGC 10124,Galaxy,UMi,14,"Size: 2.5  F, R, bM",15,57.6,+,70,42
   6049,,,Ser,,*7 in photosphere,16,5.7,+,8,6
   6050,UGC 10186,Galaxy,Her,15,"eeF, S, R, v diffic",16,5.4,+,17,46
   6051,IC 4588,Galaxy,Ser,13,"Size: 1.9  F, S, R, gbMN, *10 sf; = IC 4",16,4.9,+,23,56
   6052,NGC 6064-1,Galaxy,Her,13,"Size: 1.0  F, pL, iR; = 6064?",16,5.2,+,20,32
   6053,NGC 6057,Star,Her,,"eeF, S, R, v diffic; = IC 1180",16,5.4,+,18,8
   6054,IC 1179,Galaxy,Her,15,"eeF, pS, lE, F* sp; = IC 1179",16,5.4,+,17,47
   6055,UGC 10191,Galaxy,Her,15,"Size: 1.5  eeF, pS, R, v diffic",16,5.5,+,18,10
   6056,IC 1176,Galaxy,Her,15,"eeF, v diffic",16,5.5,+,17,58
   6057,NGC 6053,Galaxy,Her,15,"eeF, eS, R",16,5.6,+,18,10
   6058,PK 64+48.1,Planetary Nebula,Her,13,"Size: 0.4  pF, vS, R, stellar",16,4.4,+,40,41
   6059,,,Oph,,"vF, S, R",16,7.4,-,6,25
   6060,UGC 10196,Galaxy,Her,14,"Size: 2.2  eF, E, sbM",16,5.9,+,21,30
   6061,UGC 10199,Galaxy,Her,15,"Size: 1.4  eeF, S, R, 4 B st s",16,6.3,+,18,15
   6062,UGC 10202,Galaxy,Her,14,"eF, R, vlbM, r",16,6.3,+,19,47
   6063,UGC 10210,Galaxy,Ser,14,"F, pL, R, vlbM",16,7.2,+,7,58
   6064,NGC 6052-1,,Her,,"vF, vS, r, pB* sf; = 6052?",16,7,+,20,33
   6065,MCG 2-41-8,Galaxy,Ser,15,"eeF, vS, R, sp of 2",16,7.5,+,13,52
   6066,ZWG 79. 54,Galaxy,Ser,15,"eeF, vS, R, 2 pB st nr, nf of 2",16,7.7,+,13,56
   6067,OCL 953,Open Cluster,Nor,5.6,"Size: 13.  Cl, vB, vL, vRi, lC, st 10...",16,13.2,-,54,13
   6068,UGC 10126,Galaxy,UMi,13,"Size: 1.2  vF, vS, lE 0deg , r",15,55.4,+,79,0
   6069,MCG 7-33-43,Galaxy,CrB,15,"vF* in vF, vS, R neb",16,7.7,+,38,55
   6070,UGC 10230,Galaxy,Ser,11.7,"Size: 3.6  F, L, pmE, vgbM, r",16,10,+,0,43
   6071,MCG 12-15-47,Galaxy,UMi,15,"eF, vS",16,1.1,+,70,37
   6072,PK 342+0.1,Planetary Nebula,Sco,14,"Size: 1.2  pF, R, vgvlbM, r",16,13,-,36,14
   6073,UGC 10235,Galaxy,Her,14,"vF, S, r",16,10.1,+,16,42
   6074,MCG 2-41-15,Galaxy,Her,15,"eF, vS, R, bM",16,11.4,+,14,15
   6075,MCG 4-38-38,Galaxy,Her,15,"F, vS, R, * or st inv; rr?",16,11.4,+,23,57
   6076,UGC 10253,Galaxy,CrB,15,"vF, S, E",16,11.1,+,26,52
   6077,UGC 10254,Galaxy,CrB,15,"F, sbM",16,11.1,+,26,56
   6078,MCG 2-41-17,Galaxy,Her,14,"eF, vS, R, bM",16,12.1,+,14,12
   6079,IC 1200,,Dra,,"vF, vS",16,4.5,+,69,38
   6080,UGC 10268,Galaxy,Ser,14,"pB, pS, R, mbM, with *12.5 20"" nf (nebs?",16,13.1,+,2,10
   6081,IC 1202,Galaxy,Her,14,"vF, S, R, bM; = IC 1202",16,13,+,9,52
   6082,ESO 390-?1,,Sco,,"eF, S, E, lbM; nonexistent?",16,15.6,-,34,15
   6083,MCG 2-41-20,Galaxy,Her,15,"eF, vS, diffic",16,13.3,+,14,10
   6084,UGC 10291,Galaxy,Her,15,"eeF, pS, R, v diffic",16,14.2,+,17,45
   6085,UGC 10269,Galaxy,CrB,14,"F, S",16,12.5,+,29,22
   6086,UGC 10270,Galaxy,CrB,15,"Size: 2.0  F, vS, stellar N",16,12.6,+,29,29
   6087,OCL 948,Open Cluster,Nor,5.4,"Size: 12.  Cl, B, L, lC, st 7...10",16,18.9,-,57,54
   6088,,Galaxy,Dra,14,"vF, vS, lE",16,10.7,+,57,28
   6089,MCG 6-36-1,Galaxy,CrB,15,"vF, S, R, bM",16,12.7,+,33,2
   6090,UGC 10267,Galaxy,Dra,14,"Size: 1.9  vF, S, R",16,11.7,+,52,27
   6091,MCG 12-15-54,Galaxy,UMi,14,"vF, vS, R, * n",16,7.8,+,69,55
   6092,,Galaxy,CrB,15,"vF, stellar N",16,12.7,+,27,58
   6093,M 80,Globular Cluster,Sco,7.2,"Size: 8.9  !! glob. cl. , vB, L, vmbM (v",16,17,-,22,59
   6094,UGC 10228,Galaxy,UMi,14,"vF, vS, lE",16,6.6,+,72,30
   6095,UGC 10265,Galaxy,Dra,14,"eF, pS, R, in line with 2 st",16,11.1,+,61,16
   6096,MCG 5-38-44,Galaxy,CrB,15,"vF, vS, R, bM",16,14.7,+,26,34
   6097,MCG 6-36-7,Galaxy,CrB,15,neb *13,16,14.3,+,35,6
   6098,UGC 10299,Galaxy,Her,14,"eF, vS, R, *8 f 41s , np of 2",16,15.6,+,19,27
   6099,UGC 10299,Galaxy,Her,14,"eF, vS, R, sf of 2",16,15.6,+,19,27
   6100,UGC 10307,Galaxy,Ser,14,"eeF, vS, eeF* close p",16,17,+,0,48
   6101,GCL 40,Globular Cluster,Aps,9.3,"Size: 10.7  glob. cl. , pF, L, iR, vgbM,",16,25.8,-,72,12
   6102,UGC 10300,Galaxy,CrB,15,"vF, S, R",16,15.6,+,28,9
   6103,UGC 10302,Galaxy,CrB,14,"vF, S, R, vglbM",16,15.7,+,31,57
   6104,UGC 10309,Galaxy,CrB,14,"vF, S, iR",16,16.5,+,35,42
   6105,MCG 6-36-13,Galaxy,CrB,15,"F, S, R, gvlbM",16,17,+,34,52
   6106,UGC 10328,Galaxy,Her,12.2,"Size: 2.6  F, pL, lE, vgbM, r",16,18.8,+,7,25
   6107,UGC 10311,Galaxy,CrB,14,"F, vS",16,17.2,+,34,53
   6108,MCG 6-36-15,Galaxy,CrB,15,"eF, vS, R, lbM",16,17.3,+,35,7
   6109,UGC 10316,Galaxy,CrB,15,"Size: 1.3  F, S, R, gbM",16,17.7,+,35,0
   6110,ZWG 196. 27,Galaxy,CrB,15,"eF, vS, R, gbM",16,17.6,+,35,5
   6111,MCG 11-20-7,,Dra,,"vF, pS, lE, D* nr s",16,15.5,+,62,44
   6112,MCG 6-36-17,Galaxy,CrB,15,"vF, vS, R, bM",16,17.9,+,35,6
   6113,MCG 2-41-24,Galaxy,Her,15,"vF, S, R",16,19.2,+,14,7
   6114,MCG 6-36-19,Galaxy,CrB,15,"eF, S, R, glbM",16,18.3,+,35,10
